06-sve-donate	b6969b66a67c	BACKPORT: ANDROID: KVM: arm64: Track sanitized system value of ID_AA64ZFR0_EL1 at hyp
06-sve-donate	b1e6493b21af	ANDROID: KVM: arm64: Store maximum virtualizable vector length at hyp
07-mondebug	48d70d858572	BACKPORT: ANDROID: KVM: arm64: Monitor Debug support only for non-protected guests
07-mondebug	c6da8c91c6ef	ANDROID: KVM: arm64: Mark KVM_CAP_ONE_REG as supported for protected VMs
07-mondebug	1ffbfe9dcd1d	ANDROID: KVM: arm64: trust host for non-protected ID registers
07-mondebug	f194348c9b30	ANDROID: KVM: arm64: Flush the vcpu iflags for non-protected VMs
08-mmioguard	294dc5a01aa0	ANDROID: KVM: arm64: Fix MMIO guard documentation
08-mmioguard	1223a462da53	ANDROID: KVM: arm64: Add some documentation for the MMIO guard feature
08-mmioguard	e747f418486c	BACKPORT: ANDROID: KVM: arm64: pkvm: Wire MMIO guard hypercalls
08-mmioguard	1427d6bec5b6	BACKPORT: ANDROID: KVM: arm64: pkvm: Add MMIO guard infrastructure
08-mmioguard	206e4a0f4104	ANDROID: KVM: arm64: Define MMIO guard hypercalls
08-mmioguard	4f1901a15cc4	BACKPORT: ANDROID: KVM: arm64: Introduce KVM_ARCH_FLAG_MMIO_GUARD flag
09-mmio-autoenroll	8a28b548fdfa	ANDROID: KVM: arm64: Ignore MMIO guard unmap HVCs
09-mmio-autoenroll	bd5f7145f3dc	BACKPORT: ANDROID: arm64: Auto-enroll MMIO guard on protected vms
10-mem-relinquish	53a55ff7ca5d	BACKPORT: ANDROID: KVM: arm64: Implement MEM_RELINQUISH SMCCC hypercall
11-psci-memprotect	98eb73e3c998	ANDROID: BACKPORT: KVM: arm64: Use PSCI MEM_PROTECT to zap guest pages on reset
11-psci-memprotect	3bd9531e129b	ANDROID: KVM: arm64: Include MMIO guard and memory relinquish in top-level hypercalls doc
11-psci-memprotect	10300064c675	ANDROID: KVM: arm64: Consistent hypercall naming in documentation
12-modules-core	bea12e6e09f1	ANDROID: KVM: arm64: Expose kvm_flush_dcache_to_poc() in module_ops
12-modules-core	5a4d49182b95	ANDROID: KVM: arm64: Expose hyp fixmap helpers in module_ops
12-modules-core	a68eaabd1376	ANDROID: drivers: misc: Add an example pl011 driver for pKVM
12-modules-core	85332326f8bf	ANDROID: modpost: Don't complain about empty non-allocatable ELF sections
12-modules-core	53c03fada343	BACKPORT: ANDROID: KVM: arm64: Resolve hyp module addresses using ELF sections
12-modules-core	50491d17e11c	BACKPORT: ANDROID: KVM: arm64: Block module loading based on cmdline or HVC
12-modules-core	cdd0fdfe3733	BACKPORT: ANDROID: KVM: arm64: Add support for custom hypercall registration
12-modules-core	0527f83fc6e1	BACKPORT: ANDROID: KVM: arm64: Return a token for a pKVM module registration
12-modules-core	f006a5a11e64	ANDROID: KVM: arm64: Expose hyp_put* helpers to pKVM modules
12-modules-core	e87d4bb6db1f	BACKPORT: ANDROID: KVM: arm64: Add serial framework for pKVM
12-modules-core	3bc2b2fddf92	ANDROID: KVM: arm64: Expose __pkvm_create_private_mapping to pKVM modules
12-modules-core	d1f8117db806	ANDROID: KVM: arm64: Include .note.gnu.property in .hyp.rodata
12-modules-core	ac2f841947fa	BACKPORT: ANDROID: KVM: arm64: Allow loading modules to the pKVM hypervisor
12-modules-core	623e42a0e104	BACKPORT: ANDROID: KVM: arm64: Refactor nvhe Makefile
12-modules-core	4c41e10bc384	ANDROID: KVM: arm64: Move gen-hyprel into a tool directory
12-modules-core	a756334c2327	BACKPORT: ANDROID: KVM: arm64: Add EL2 wakeup cause hyp events
13-modules-perms	63b370de596d	ANDROID: KVM: arm64: Allow tweaking HCR_EL2 from modules
13-modules-perms	596270f709c1	ANDROID: KVM: arm64: Expose hyp_va to modules
13-modules-perms	d85db5aa1e42	ANDROID: KVM: arm64: Expose host_{un}share_hyp() to modules
13-modules-perms	9877e104a313	ANDROID: arm64: kvm: Add new module functions used by s2mpu.
13-modules-perms	5920c48797ff	ANDROID: KVM: arm64: Add helper for pKVM modules addr conversion
13-modules-perms	ce7e08e6c0dd	ANDROID: KVM: arm64: Introduce default_host_prot()
13-modules-perms	5d718c288d47	BACKPORT: ANDROID: KVM: arm64: Introduce a hyp panic module notifier
13-modules-perms	5069c1d2b33b	ANDROID: KVM: arm64: Expose linear map APIs to pKVM modules
13-modules-perms	659bf5d32e53	ANDROID: KVM: arm64: Allow trap handling from pKVM modules
13-modules-perms	03e406884da3	BACKPORT: ANDROID: KVM: arm64: Notify pKVM modules of PSCI events
13-modules-perms	445915b05f6e	BACKPORT: ANDROID: KVM: arm64: Allow handling illegal aborts from pKVM modules
13-modules-perms	38e90c583b5f	BACKPORT: ANDROID: KVM: arm64: Allow SMC handling from pKVM modules
13-modules-perms	1096f6c81e2c	BACKPORT: ANDROID: KVM: arm64: Add a permission fault handler
13-modules-perms	e7e02edcb35c	ANDROID: BACKPORT: KVM: arm64: Introduce PKVM_PAGE_RESTRICTED_PROT
14-fgt	996481420901	BACKPORT: ANDROID: KVM: arm64: activate FGT trapping for pvms
14-fgt	249d44beec23	BACKPORT: ANDROID: KVM: arm64: Share feature checking logic with nVHE
14-fgt	6bc0f7e5f9d2	BACKPORT: ANDROID: KVM: arm64: move __deactivate_traps_hfgxtr out of __deactivate_traps_common
14-fgt	b487cb80e93d	BACKPORT: ANDROID: KVM: arm64: move __activate_traps_hfgxtr out of __activate_traps_common
14-fgt	beec6ebf2b77	BACKPORT: ANDROID: KVM: arm64: Allow tweaking HFGWTR_EL2 from modules
15-getleaf	8207714776aa	BACKPORT: ANDROID: KVM: arm64: Expose get_leaf to pKVM modules
15-getleaf	05f68577ff09	ANDROID: KVM: arm64: Expose pKVM module mm APIs in module_ops
16-modprot	7736c81786ba	ANDROID: BACKPORT: KVM: arm64: Let modules specify arbitrary permissions for host pages
16-modprot	346ec75496ed	BACKPORT: ANDROID: KVM: arm64: Introduce module-owned pages
17-modlock	811fd6959b8b	ANDROID: KVM: arm64: Gate pKVM module hcalls with a dynamic privileged limit
17-modlock	830c1323f92f	BACKPORT: ANDROID: KVM: arm64: Rework pKVM module locking
17-modlock	54196a4918be	ANDROID: KVM: arm64: Restrict host-to-hyp MMIO donations
17-modlock	803c440e0dd0	ANDROID: KVM: arm64: Pin host stage-2 tables
17-modlock	f402cd094aee	ANDROID: KVM: arm64: Move kvm_pte_follow() to header
17-modlock	44ba7d424f69	ANDROID: KVM: arm64: Pre-populate host stage2
17-modlock	e262a327de8c	ANDROID: KVM: arm64: Introduce kvm_pgtable_stage2_reclaim_leaves
17-modlock	e426cb7ee14f	BACKPORT: ANDROID: KVM: arm64: Specify stage-2-protected regions in DT
17-modlock	e8c56a051f13	BACKPORT: ANDROID: KVM: arm64: Introduce concept of pKVM moveable regions
18-modearly	828c4d920970	BACKPORT: ANDROID: KVM: arm64: Deprecate late pKVM module loading
18-modearly	afc9069ead84	BACKPORT: ANDROID: KVM: arm64: pKVM module loading before deprivilege
19-hypmem	28fe51b57ec0	BACKPORT: ANDROID: KVM: arm64: Add protected_hyp_mem VM statistic
19-hypmem	e127b15dcf4f	ANDROID: KVM: arm64: Allocate the hyp vCPU after resolving its VM
19-hypmem	529bcdf449e1	BACKPORT: ANDROID: KVM: arm64: Introduce hyp_alloc_account for the pKVM hyp
19-hypmem	090937c6a504	ANDROID: KVM: arm64: Record per-chunk allocation size in the hyp allocator
19-hypmem	45ac6e8d33b6	BACKPORT: ANDROID: KVM: arm64: Rename pKVM memcache to stage2_
19-hypmem	e33b34739ce4	ANDROID: KVM: arm64: Trap access to ALLINT if FEAT_NMI not supported by the guest
19-hypmem	c7617ea4794f	ANDROID: KVM: arm64: Do not clear the SVE feature bit on failure
19-hypmem	69c07af117bf	ANDROID: kallsyms: Ignore __kvm_nvhe_ mapping symbols
19-hypmem	7e4e30892529	BACKPORT: ANDROID: KVM: arm64: Define MODULE for pKVM module
19-hypmem	be62278a51d0	ANDROID: KVM: arm64: Enforce type check for pkvm_register_el2_call()
19-hypmem	32b39695e194	ANDROID: KVM: Allow 16 host_perm_fault handlers
19-hypmem	1198fa5565a9	BACKPORT: ANDROID: KVM: arm64: Add pKVM module register_unmask_serror
19-hypmem	7f45ed08714b	ANDROID: KVM: arm64: pkvm_module_ops documentation
19-hypmem	db7336942396	BACKPORT: ANDROID: KVM: arm64: Fix missing mask for custom hypercall handling
19-hypmem	144618d5026c	ANDROID: KVM: arm64: Allow skipping module page donation
19-hypmem	7b19f1be4355	ANDROID: KVM: arm64: Addr sanity check for pKVM HVC registration
19-hypmem	2115e29c9cca	BACKPORT: ANDROID: KVM: arm64: Sanity check the input to pKVM module mm APIs
20-coalesce	a90d145edace	ANDROID: KVM: arm64: Fix KVM_PTE_LEAF_ATTR_LO for LPA2
20-coalesce	3281fba5b2c1	ANDROID: KVM: arm64: Disallow kvm_pgtable_stage2_unmap on host S2
20-coalesce	645a4cd6782b	ANDROID: KVM: arm64: Eagerly coalesce host page tables
20-coalesce	709892965f62	ANDROID: KVM: arm64: Coalesce host stage2 entries on ownership reclaim
20-coalesce	77c3bed1f0e5	ANDROID: KVM: arm64: Don't recycle non-default PTEs
20-coalesce	9e3a03b7937c	ANDROID: KVM: arm64: Move kvm_pte_table to the common header
20-coalesce	0a6f8e50acb1	BACKPORT: ANDROID: KVM: arm64: Introduce PTE management callbacks
20-coalesce	af189faddaa6	ANDROID: KVM: arm64: Split stage2_put_pte function
21-hypexport	22acea695d84	BACKPORT: ANDROID: KVM: arm64: Add support for non-cacheable mappings
21-hypexport	251e083fa246	ANDROID: KVM: Update nVHE stack size to 8KB
21-hypexport	5b6ee4272fc9	ANDROID: KVM: arm64: Fix hyp module base address in pkvm_el2_mod_va()
21-hypexport	61fb8b9f308b	BACKPORT: ANDROID: KVM: arm64: Restrict pKVM hyp exports
21-hypexport	bc7b87135165	ANDROID: KVM: arm64: Optimise module_change_host_page_prot
21-hypexport	f03e2094d302	ANDROID: virtio_balloon: Do not clear VIRTIO_F_ACCESS_PLATFORM
21-hypexport	9e249159b9a7	ANDROID: virtio_balloon: Do not translate reported pages through DMA API
21-hypexport	7fa4fd424b50	BACKPORT: ANDROID: KVM: Define mem_relinquish interface for releasing memory to a hypervisor.
22-smchandlers	7330c524c9a8	ANDROID: KVM: arm64: Allow 16 host_smc handlers
22-smchandlers	d89247a01eaf	BACKPORT: ANDROID: KVM: arm64: Rework pKVM module fault handler
22-smchandlers	714f194133be	BACKPORT: ANDROID: virtio_balloon: sysfs-configurable option bail_on_out_of_puff
22-smchandlers	9f287f7c2e67	BACKPORT: ANDROID: virtio_balloon: Replace generic mem_relinquish api with a driver-specific alternative
22-smchandlers	edeb4ab93cc8	ANDROID: virtio_balloon: Rename header guard in uapi header file
22-smchandlers	5ccf6ec8317f	ANDROID: KVM: arm64: Only re-paint "warm reset" SYSTEM_RESET2 PSCI calls
22-smchandlers	775e8f737e82	BACKPORT: ANDROID: KVM: arm64: Add missing icache sync before pKVM module loading
22-smchandlers	93b0668b0db8	ANDROID: misc: pkvm_smc: Add permissive option
22-smchandlers	86b27be59db2	ANDROID: misc: pkvm_smc: Trace denied SMCs.
22-smchandlers	985f83dfeafe	ANDROID: misc: pkvm_smc: Add an allow list for SMCs
22-smchandlers	ab1612aa5753	ANDROID: misc: pkvm_smc: Add pKVM SMC filter driver
22-smchandlers	242ab3fd994b	ANDROID: ARM64: virtio_balloon: Disable balloon with warning if granule too large
22-smchandlers	bb4d3bae8b74	ANDROID: KVM: arm64: Add __pkvm_module_{memcpy,memset}()
22-smchandlers	d57caf23291b	BACKPORT: ANDROID: KVM: arm64: Mark vcpu as invalid on unhandleable trap
23-pinpage	0401d345772f	ANDROID: KVM: arm64: Drop the protected branch of pkvm_pgtable_stage2_map()
23-pinpage	aebadcf10676	BACKPORT: ANDROID: KVM: arm64: Route the protected stage-2 path through kvm_pinned_page
23-pinpage	2f4ffee48a10	BACKPORT: ANDROID: KVM: arm64: Resurrect struct kvm_pinned_page
24-c089817range	84b61ed14d12	BACKPORT: ANDROID: KVM: arm64: Add a range to the guest share/unshare hypercalls
25-smctrng	2dc6805e6f04	BACKPORT: ANDROID: KVM: arm64: Check PGD alignment when creating a pVM
25-smctrng	75a07bd10279	BACKPORT: ANDROID: KVM: arm64: Always unmap the pvmfw region at stage-2
25-smctrng	8efcdd24e3ed	BACKPORT: ANDROID: KVM: arm64: Add smc64 trap handling for protected guests
25-smctrng	f19e8cc09a43	BACKPORT: ANDROID: KVM: arm64: relay entropy requests from protected guests directly to secure
25-smctrng	e4ded85f570e	BACKPORT: ANDROID: KVM: arm64: Add PKVM_STRICT_CHECKS
25-smctrng	6cb424b41796	ANDROID: KVM: arm64: mem range overflow checks for pKVM mem_protect
25-smctrng	6b2b876ed983	ANDROID: KVM: arm64: Drop struct pkvm_mapping from KMI
25-smctrng	2b1ce8cbaf98	ANDROID: KVM: arm64: Configure size of pKVM linear map on the cmdline
25-smctrng	f0cf3da0ea67	BACKPORT: ANDROID: KVM: arm64: Handle hyp s1 allocation failures gracefully
25-smctrng	d616d9f7378a	ANDROID: KVM: arm64: Map MMIO donation as device at EL2
25-smctrng	d997ac115660	ANDROID: KVM: arm64: Redirect modprobe to /dev/kmsg
25-smctrng	4eb90a9b702a	ANDROID: KVM: arm64: Fix MMIO guard alignment for guests
25-smctrng	9fda8d999871	ANDROID: KVM: arm64: Allow the pVM guest to boot with different granule
25-smctrng	1f3045bfd870	ANDROID: KVM: Add guest support for range-based hypercalls
25-smctrng	455b60b5c365	ANDROID: KVM: arm64: Add documentation for range-based guest HVCs
25-smctrng	ee577051cf12	BACKPORT: ANDROID: KVM: arm64: Add a range to the guest MMIO guard hypercalls
25-smctrng	afef8cb69b52	ANDROID: KVM: arm64: Forward the range MMIO guard hypercalls to the host
25-smctrng	45565b40952f	BACKPORT: ANDROID: KVM: arm64: Add a MMIO flag for pKVM page state
26-cma	ecfee8579830	BACKPORT: ANDROID: KVM: arm64: Back the host stage-2 memory pool by a CMA region
26-cma	e4342f0beab7	ANDROID: KVM: arm64: selftests: Add PIE and POE tests for pVMs
26-cma	06b779d506d1	ANDROID: KVM: arm64: Expose PIE and POE in ID_AA64MMFR3_EL1
26-cma	7896c8b9e2de	ANDROID: KVM: arm64: Remove page ownership check in host_stage2_adjust_range
26-cma	e3b08fd156a4	ANDROID: KVM: arm64: Use $(obj) for nVHE compilation rules
26-cma	dbba9ed5b461	BACKPORT: ANDROID: KVM: arm64: Add SMCCCv1.2 call module API
26-cma	b4229e533603	ANDROID: KVM: arm64: Fix error path in pkvm_alloc_private_va_range
26-cma	6c4b240caf54	BACKPORT: ANDROID: KVM: arm64: support no poison variant of memrelinquish hvc
26-cma	3431a9a91dd4	BACKPORT: ANDROID: KVM: arm64: Remove obsolete pkvm module ops callbacks
26-cma	8d4557577db6	ANDROID: KVM: arm64: hypervisor PA-VA conversions as inline functions accessible for hypervisor modules
26-cma	bf7374876ad3	ANDROID: KVM: arm64: Export kvm_nvhe alias of alt_cb_patch_nops
26-cma	f1ec7a540991	ANDROID: KVM: arm64: Support 16k page granule for protected guests
26-cma	2cd95c9025e6	BACKPORT: ANDROID: KVM: arm64: Use path variable for modules
26-cma	7997ae727c64	BACKPORT: ANDROID: selftests: Update arm-smccc.h
26-cma	69b5921451eb	BACKPORT: ANDROID: KVM: selftests: Allow memory cleanup after VM file descriptor closure
26-cma	3123fa03883d	ANDROID: KVM: selftest: Add macro to read guest global memory
26-cma	87f22e0c4219	BACKPORT: ANDROID: KVM: arm64: Fix guest_share_host() with block-aligned range
26-cma	9b5361ee451b	BACKPORT: ANDROID: KVM: arm64: Add TRNG handling for protected guests
26-cma	5ac24549dc70	ANDROID: KVM: arm64: Add getters for SMCCC args 4-6
26-cma	f175d6401152	ANDROID: KVM: arm64: Add __pkvm_hyp_donate_guest()
26-cma	b8c5795c415b	ANDROID: KVM: arm64: Add macro for SMCCC call with all returns
26-cma	4d55642b43c2	ANDROID: KVM: arm64: Support MMIO host/hyp donation
26-cma	618fd6a8b027	BACKPORT: FROMLIST: KVM: arm64: pkvm: Add pkvm_time_get()
26-cma	79360ce12a83	ANDROID: KVM: arm64: Allow donation to hyp with prot
26-cma	8b629500466e	BACKPORT: ANDROID: KVM: arm64: Add hyp_smp_processor_id() to module ops
26-cma	af9d4d449133	ANDROID: drivers: misc: Fix missing-prototype for pKVM pl011
26-cma	78958c41bee9	ANDROID: arm64: Forcefully disable SME at runtime
26-cma	86c711fc17b9	BACKPORT: ANDROID: KVM: arm64: Drop unused sections from hypervisor
26-cma	a6abcb78c6e8	ANDROID: KVM: arm64: Disable Memory Tagging for all guests if not supported
26-cma	2cb3e7154233	ANDROID: KVM: arm64: Allow post-freeze backports to pKVM
26-cma	a67c0beb6fd3	BACKPORT: ANDROID: KVM: arm64: Expose unmap_module_page to modules
26-cma	9d5a29b760e7	ANDROID: KVM: arm64: size overflow checks for mem_protect HVCs
26-cma	c40a6f147dea	BACKPORT: ANDROID: KVM: Prevent memory sharing outside of the RAM regions
26-cma	8015faea1218	ANDROID: KVM: arm64: Fix NULL deref in host stage-2 ptdump files
26-cma	922d3ca7b0d4	BACKPORT: ANDROID: KVM: arm64: Add host stage-2 ptdump support
26-cma	d230817ae88a	BACKPORT: ANDROID: KVM: arm64: Add protected VM ptdump support
26-cma	a5d9622cac1e	ANDROID: virtio-balloon: fix virtio balloon hyp_ops
27-buddyrace	cd9ec098809c	BACKPORT: ANDROID: kvm: arm64: Fix buddy race in __hyp_put_page()
27-buddyrace	719bfcae3b3d	ANDROID: KVM: arm64: Prevent percpu usage in pKVM modules
27-buddyrace	1f70a7292892	BACKPORT: ANDROID: swiotlb: Add per pool encrypted property
28-sve	c95215119cde	ANDROID: pkvm-guest: Don't WARN on MMIO Guard MAP failure
28-sve	363ae33af054	BACKPORT: ANDROID: KVM: arm64: Enable SVE for protected guests
28-sve	5be6e619db32	ANDROID: KVM: arm64: Allow APA3 for protected VMs
28-sve	786e44461856	ANDROID: KVM: arm64: Enable MOPS for protected VMs
28-sve	07f0f185bea0	ANDROID: KVM: arm64: NULL-check vcpus[] entries in pKVM PSCI helpers
28-sve	3bbfb3a9895f	ANDROID: KVM: arm64: selftests: Add FPMR coverage to the pkvm selftest
28-sve	ef432b55ba0a	BACKPORT: ANDROID: KVM: arm64: pkvm: Expose FPMR to protected guests
29-spine-complete	cd93221533a3	BACKPORT: ANDROID: KVM: arm64: Try relax vector of late online CPUs under pKVM
29-spine-complete	2f9e1f52cf7c	FROMLIST: KVM: arm64: Sync SPSR_EL1 when injecting an exception into a pVM
